id,artist_group,artist_name,Conceptual Group 1,Conceptual Group 2,theme,quote,paragraph_number_in_interview,pdf_page,order
P0001,Poets,Sylvia Paskin,C,Relationships,Audience,"What you write is very specific to you, but on the other hand, why do people enjoy reading poetry? They want to read a poem because it speaks to them.",7,258,1
P0002,Poets,Clive Wilmer,C,Relationships,Audience,"[Donald Davie:] Poetry is not about addressing the audience, but about addressing the subject.",55,258,2
P0003,Poets,Alan Corkish,C,Relationships,Audience,…the impact of this [life] beautiful … is private and personal … no point in trying to explain it to you or to anyone else.,36,258,3
P0004,Poets,Sylvia Paskin,C,Relationships,Audience,On the one hand the emotion in the poem is private. On the other hand it is something that anyone can read and understand.,19,258,4
P0005,Poets,Clive Wilmer,C,Relationships,Audience,The reader should be moved by the poem just as the poet was moved by the experience… something intrinsic in the experience that is going to get to the reader.,55,258,5
P0006,Poets,Sylvia Paskin,C,Relationships,Audience,"There is a lot self-identification in poetry, and it is important for people to say that this is their work.",28,258,6
P0007,Poets,Sylvia Paskin,C,Relationships,Audience,"With a poem it is very easy with just a few lines to reveal yourself, unlike a book which is made of thousands of lines.",29,258,7
P0008,Poets,Sylvia Paskin,C,Identity,Authority,"It is always the author of the poem who speaks. Even if you write about a forest, it is you who speaks from your poem. The forest is not coming your way…",28,258,8
P0009,Poets,Alan Corkish,A,World & Place,Beauty,… while walking I concentrated on the sheer beauty of ‘now’…,24,258,9
P0010,Poets,Alan Corkish,A,World & Place,Beauty,"... I’m an anti-theist… But, life is so beautiful…",28,258,10
P0011,Poets,Alan Corkish,A,World & Place,Beauty,…the impact of this [life] beautiful…,36,258,11
P0012,Poets,Anne Stevenson,C,Relationships,Collaboration,"… there are connections between you, or what you call you, and your experience, and your feelings about things and words, and so forth, that no analytical psychologist can explain.",9,259,12
P0013,Poets,Sylvia Paskin,C,Relationships,Collaboration,And around this set of feelings you find yourself writing about it.,2,259,13
P0014,Poets,Myra Schneider,C,Relationships,Collaboration,"[writing poem] is a mix of imagination, flow-writing, association and… logic.",20,259,14
P0015,Poets,Clive Wilmer,C,Relationships,Collaboration,"[Donald Davie:] Poetry is not about addressing the audience, but about addressing the subject.",55,259,15
P0016,Poets,Alan Corkish,C,Relationships,Collaboration,A poem needs crafting…,8,259,16
P0017,Poets,Anne Stevenson,C,Relationships,Collaboration,[group work in workshop]… lost their individuality. A gifted poet has to find his or her own way…,14,259,17
P0018,Poets,Sylvia Paskin,C,Relationships,Collaboration,"…you can’t understand how it got from a lot of different feelings, different emotions, to a finished poem.",2,259,18
P0019,Poets,Myra Schneider,C,Relationships,Collaboration,Writing… helps … sort out ideas… crystallising thoughts and emotions… outside you… you can understand it much better. You have partly separated yourself.,24,259,19
P0020,Poets,Clive Wilmer,C,Relationships,Collaboration,"… poet had a duty to what exists, to the nature of reality…",57,259,20
P0021,Poets,Alan Corkish,C,Relationships,Collaboration,"… true poet uses wit, experience, passion, intellect, even genius to sculpt it into shape.",14,259,21
P0022,Poets,Sylvia Paskin,C,Relationships,Collaboration,Joseph Brodsky…said: ‘It is not poets who create language; it is language which creates poets.’,13,259,22
P0023,Poets,Alan Corkish,C,Relationships,Collaboration,Creativity is capable of altering the inner state…,32,259,23
P0024,Poets,Sylvia Paskin,C,Relationships,Collaboration,You have to trust yourself that what you write has inner integrity – this is the only way a poem can work.,26,259,24
P0025,Poets,Alan Corkish,C,Relationships,Collaboration,… I believe in nothing except me… maybe… I actually communicate … with the person inside whom we repress for most of our lives …,37,259,25
P0026,Poets,Sylvia Paskin,C,Relationships,Collaboration,"If you mess about it trying to be clever the poem will show this… poems that work best have integrity, just like a person.",26,259,26
P0027,Poets,Sylvia Paskin,C,Relationships,Collaboration,"A poem is quite immediate, and it feels powerful for the writer. Very rarely do people write poems together.",29,259,27
P0028,Poets,Maggie Sawkins,B,Transcendence,Collective archetype,[poetry is] Range of emotions…,15,259,28
P0029,Poets,Anne Stevenson,B,Transcendence,Collective archetype,"[for communicating in poetry] communion is needed … working with language, old and new…",15,259,29
P0030,Poets,Sylvia Paskin,B,Transcendence,Collective archetype,[Shakespeare] …says is a universal truth…,7,259,30
P0031,Poets,Myra Schneider,B,Transcendence,Collective archetype,Writing… helps … sort out ideas… crystallising thoughts and emotions… outside you… you can understand it much better. You have partly separated yourself.,24,259,31
P0032,Poets,Clive Wilmer,B,Transcendence,Collective archetype,"…language … is not something that we have invented out of nothing; it is something that we share with other people… words have a substantial presence, just as a painter’s materials do for him.",16,259,32
P0033,Poets,Maggie Sawkins,B,Transcendence,Collective archetype,You could dream similar dreams to someone who lives in Africa.,15,259,33
P0034,Poets,Anne Stevenson,B,Transcendence,Collective archetype,…poetry is literally untranslatable. However… you can transfer the spirit of it from one language to another.,27,259,34
P0035,Poets,Sylvia Paskin,B,Transcendence,Collective archetype,…a poem can’t just be emotional. If it were just emotional there would be no boundaries…emotion has to be filtered in a way that it has structure and clarity.,9,259,35
P0036,Poets,Clive Wilmer,B,Transcendence,Collective archetype,Language … belongs to the race; it is not a private thing. Language already includes meanings.,20,259,36
P0037,Poets,Clive Wilmer,B,Transcendence,Collective archetype,"… language is already an art, a communal, collaborative one.",20,259,37
P0038,Poets,Maggie Sawkins,C,Reasoning,Contrasts,…different processes for different poems. Sometimes it is two things that seem opposites…,2,260,38
P0039,Poets,Anne Stevenson,C,Reasoning,Contrasts,… a balance of knowing and not knowing.,8,260,39
P0040,Poets,Sylvia Paskin,C,Reasoning,Contrasts,"What you write is very specific to you, but on the other hand, why do people enjoy reading poetry? They want to read a poem because it speaks to them.",7,260,40
P0041,Poets,Myra Schneider,C,Reasoning,Contrasts,"[writing poem] is a mix of imagination, flow-writing, association and… logic.",20,260,41
P0042,Poets,Alan Corkish,C,Reasoning,Contrasts,The difference between such moments and viewing the ‘daily activities’ of life lies within. Exactly the same moment at another time or on another day might pass me by entirely…,29,260,42
P0043,Poets,Maggie Sawkins,C,Reasoning,Contrasts,…it is two contrasts that make a good poem.,23,260,43
P0044,Poets,Anne Stevenson,C,Reasoning,Contrasts,"True poetry is usually ambiguous… rarely anything definite or finite about what it means… A poem should be clear and ambiguous as well. If the poem is … completely ambiguous you get no pleasure … But if it’s completely clear, you might … say [it] … in prose.",48,260,44
P0045,Poets,Sylvia Paskin,C,Reasoning,Contrasts,"These are tremendous [language] decisions to make. And then you need somehow to bring in the emotions, the feelings, the experiences.",14,260,45
P0046,Poets,Myra Schneider,C,Reasoning,Contrasts,Writing… is a way of release.,24,260,46
P0047,Poets,Maggie Sawkins,C,Reasoning,Contrasts,Emotion… linked with an object; something visual.,23,260,47
P0048,Poets,Sylvia Paskin,C,Reasoning,Contrasts,"I thought to myself, ‘Can I write this poem? Can I actually say what I want to say?’ Because what I wanted to say was shocking.",19,260,48
P0049,Poets,Maggie Sawkins,C,Faculties,Emotion,Emotion… linked with an object; something visual.,23,260,49
P0050,Poets,Sylvia Paskin,C,Faculties,Emotion,[words] Often they come as a burst of emotion.,2,260,50
P0051,Poets,Sylvia Paskin,C,Faculties,Emotion,"… we start with emotion, and there is a process where you have to leave emotions, put them aside, and deal with the language that needs to be adequate… it isn’t enough just to write what you feel. A level of understanding has to come in…",14,260,51
P0052,Poets,Maggie Sawkins,A,Visual Language,Image,… poetry does use images to try to convey abstract thoughts and feelings in interesting poetic ways. Poetry is concrete.,17,260,52
P0053,Poets,Sylvia Paskin,A,Visual Language,Image,"A poem is on the page, it has to have a look.",14,260,53
P0054,Poets,Alan Corkish,A,Visual Language,Image,… photographs often capture unexpected pointers or markers to other things.,23,260,54
P0055,Poets,Sylvia Paskin,A,Visual Language,Image,"[poem writing] Yes, it is architectural.",16,260,55
P0056,Poets,Sylvia Paskin,A,Visual Language,Image,…Hanging Poems. These were poems embroidered in silk and hung in the streets.,17,260,56
P0057,Poets,Anne Stevenson,C,Identity,Individuality/personality,[group work in workshop]… lost their individuality. A gifted poet has to find his or her own way…,14,260,57
P0058,Poets,Sylvia Paskin,C,Identity,Individuality/personality,"It is always the author of the poem who speaks. Even if you write about a forest, it is you who speaks from your poem. The forest is not coming your way…",28,260,58
P0059,Poets,Maggie Sawkins,B,Creative State,Inspiration from inside,[contrast] come from inside.,25,261,59
P0060,Poets,Anne Stevenson,B,Creative State,Inspiration from inside,"… there are connections between you, or what you call you, and your experience, and your feelings about things and words, and so forth, that no analytical psychologist can explain.",9,261,60
P0061,Poets,Sylvia Paskin,B,Creative State,Inspiration from inside,[words] Often they come as a burst of emotion.,2,261,61
P0062,Poets,Myra Schneider,B,Creative State,Inspiration from inside,"I kind of heard an [inner] sound... of my father… I was shocked… because my father was dead… So, I wrote a poem about this.",10,261,62
P0063,Poets,Alan Corkish,B,Creative State,Inspiration from inside,You presume I’m inspired? … If you sit around all day waiting for inspiration you’ll not write much of anything.,7,261,63
P0064,Poets,Maggie Sawkins,B,Creative State,Inspiration from inside,Emotion… linked with an object; something visual.,23,261,64
P0065,Poets,Anne Stevenson,B,Creative State,Inspiration from inside,[inspiration comes from] Listening. And reading aloud a lot.,19,261,65
P0066,Poets,Sylvia Paskin,B,Creative State,Inspiration from inside,The poem speaks from a place that you might not have such an easy access to.,6,261,66
P0067,Poets,Myra Schneider,B,Creative State,Inspiration from inside,"Let go of consciousness [by taking] a starting point, a sentence… See what words are coming… from the unconscious and flowing to the surface.",17,261,67
P0068,Poets,Alan Corkish,B,Creative State,Inspiration from inside,Sometimes I sit and just tell myself to write a poem … At other times something moves me deeply…,15,261,68
P0069,Poets,Alan Corkish,B,Creative State,Inspiration from inside,… Shakespeare was so prolific that it’s hard not to believe that much of his work was so inspired.,18,261,69
P0070,Poets,Alan Corkish,B,Creative State,Inspiration from inside,The difference between such moments and viewing the ‘daily activities’ of life lies within. Exactly the same moment at another time or on another day might pass me by entirely...,29,261,70
P0071,Poets,Alan Corkish,B,Creative State,Inspiration from inside,Creativity is capable of altering the inner state…,32,261,71
P0072,Poets,Alan Corkish,B,Creative State,Inspiration from inside,… I believe in nothing except me… maybe… I actually communicate … with the person inside whom we repress for most of our lives …,37,261,72
P0073,Poets,Maggie Sawkins,B,Creative State,Inspiration from outside,Emotion… linked with an object; something visual.,23,261,73
P0074,Poets,Anne Stevenson,B,Creative State,Inspiration from outside,Simply seeing or finding something sets lines going.,2,261,74
P0075,Poets,Sylvia Paskin,B,Creative State,Inspiration from outside,"Sometimes I hear or read something, or something happens to me.",2,261,75
P0076,Poets,Anne Stevenson,B,Creative State,Inspiration from outside,"… there are connections between you, or what you call you, and your experience, and your feelings about things and words, and so forth, that no analytical psychologist can explain.",9,261,76
P0077,Poets,Anne Stevenson,B,Creative State,Inspiration from outside,[inspiration comes from] Listening. And reading aloud a lot.,19,261,77
P0078,Poets,Maggie Sawkins,C,Reasoning,Logic,Poetry uses images to … convey abstract thoughts.,17,261,78
P0079,Poets,Anne Stevenson,C,Reasoning,Logic,"…I have is a sense of lines occurring, and … I mess them around.",8,261,79
P0080,Poets,Sylvia Paskin,C,Reasoning,Logic,"…you can’t understand how it got from a lot of different feelings, different emotions, to a finished poem.",2,261,80
P0081,Poets,Myra Schneider,C,Reasoning,Logic,I realised it wasn’t by chance that I had the image of a cave [in image exploration technique],10,261,81
P0082,Poets,Clive Wilmer,C,Reasoning,Logic,Very often I know that a particular body of subject matter is going to produce a poem. At other times it would be a word or a phrase or a line or even a rhythm…,16,261,82
P0083,Poets,Alan Corkish,C,Reasoning,Logic,"… a word, a letter, an image are all simply things viewed which convey information.",4,261,83
P0084,Poets,Maggie Sawkins,C,Reasoning,Logic,"[writing a poem] is not… a struggle, trying to write.",25,262,84
P0085,Poets,Anne Stevenson,C,Reasoning,Logic,"I have is a sense of lines occurring, … I mess them around, a bit like a crossword. At that stage you bring the conscious mind.",8,262,85
P0086,Poets,Sylvia Paskin,C,Reasoning,Logic,"With any poem, even if you think you finished it, you have to let it.",3,262,86
P0087,Poets,Myra Schneider,C,Reasoning,Logic,[writing]… was a way of looking at these feelings.,12,262,87
P0088,Poets,Clive Wilmer,C,Reasoning,Logic,"So I spent a lot of time reflecting on that analogy, and then quite out of the blue some lines came to me.",16,262,88
P0089,Poets,Alan Corkish,C,Reasoning,Logic,"… true poet uses wit, experience, passion, intellect, even genius to sculpt it into shape.",14,262,89
P0090,Poets,Anne Stevenson,C,Reasoning,Logic,… knowing when to stop forcing it…,8,262,90
P0091,Poets,Sylvia Paskin,C,Reasoning,Logic,…a poem can’t just be emotional. If it were just emotional there would be no boundaries…emotion has to be filtered in a way that it has structure and clarity.,9,262,91
P0092,Poets,Myra Schneider,C,Reasoning,Logic,Flow writing… what comes… without planning.,17,262,92
P0093,Poets,Clive Wilmer,C,Reasoning,Logic,Often you write your best poems when you feel least engaged by the matter…,40,262,93
P0094,Poets,Alan Corkish,C,Reasoning,Logic,"... I’m an anti-theist… But, life is so beautiful… most of the time we take it for granted until zap, something seems to hit us in the solar plexus… emotional tsunami. Then, for a split second, I could almost believe in a God and was saddened because my brain won’t allow me to.",28,262,94
P0095,Poets,Anne Stevenson,C,Reasoning,Logic,Where would it come from? I don’t know.,8,262,95
P0096,Poets,Sylvia Paskin,C,Reasoning,Logic,"… we start with emotion, and there is a process where you have to leave emotions, put them aside, and deal with the language that needs to be adequate… it isn’t enough just to write what you feel. A level of understanding has to come in…",14,262,96
P0097,Poets,Myra Schneider,C,Reasoning,Logic,"Let go of consciousness [by taking] a starting point, a sentence… See what words are coming… from the unconscious and flowing to the surface.",17,262,97
P0098,Poets,Clive Wilmer,C,Reasoning,Logic,"… in order for a poem to happen, we need to put a part of ourselves asleep.",40,262,98
P0099,Poets,Anne Stevenson,C,Reasoning,Logic,… a balance of knowing and not knowing.,8,262,99
P0100,Poets,Sylvia Paskin,C,Reasoning,Logic,… some poets will tell you that when you do have a very strict form [like Haiku] it makes it easier because there is so much you push away and so you get to find the point. … a process of refinement to get to what he wanted to say…,17,262,100
P0101,Poets,Myra Schneider,C,Reasoning,Logic,Logic copes with one layer of meaning at a time.,19,262,101
P0102,Poets,Clive Wilmer,C,Reasoning,Logic,… rhyme does the job of occupying the mind…,40,262,102
P0103,Poets,Anne Stevenson,C,Reasoning,Logic,…recognise when a line is right and when it’s wrong.,9,262,103
P0104,Poets,Sylvia Paskin,C,Reasoning,Logic,"If you mess about it trying to be clever the poem will show this… poems that work best have integrity, just like a person.",26,262,104
P0105,Poets,Myra Schneider,C,Reasoning,Logic,Writing… helps … sort out ideas… crystallising thoughts and emotions… outside you… you can understand it much better. You have partly separated yourself.,24,262,105
P0106,Poets,Clive Wilmer,C,Reasoning,Logic,"… you name the emotion, but it is unlikely that you are going to generate it in the reader’s mind. That’s the problem with abstraction.",52,262,106
P0107,Poets,Anne Stevenson,C,Reasoning,Logic,"… there are connections between you, or what you call you, and your experience, and your feelings about things and words, and so forth, that no analytical psychologist can explain.",9,262,107
P0108,Poets,Clive Wilmer,C,Reasoning,Logic,Writing is at such a deep level of your personality that I think you can’t really know what it is that makes you write.,40,262,108
P0109,Poets,Anne Stevenson,C,Reasoning,Logic,"True poetry is usually ambiguous… rarely anything definite or finite about what it means… A poem should be clear and ambiguous as well. If the poem is … completely ambiguous you get no pleasure … But if it’s completely clear, you might … say [it] … in prose.",48,263,109
P0110,Poets,Maggie Sawkins,A,World & Place,Object,Emotion… linked with an object; something visual.,23,263,110
P0111,Poets,Anne Stevenson,A,World & Place,Place,I have written a poem at the hairdresser’s. Any time will do.,12,263,111
P0112,Poets,Alan Corkish,A,World & Place,Place,… while walking I concentrated on the sheer beauty of ‘now’…,24,263,112
P0113,Poets,Alan Corkish,C,Identity,Point of view,The difference between such moments and viewing the ‘daily activities’ of life lies within. Exactly the same moment at another time or on another day might pass me by entirely...,29,263,113
P0114,Poets,Maggie Sawkins,C,Identity,Self discovery through art,…poem… reveals something about myself…,13,263,114
P0115,Poets,Anne Stevenson,C,Identity,Self discovery through art,Writing … is not so much a process as a way of feeling my way in the dark.,2,263,115
P0116,Poets,Sylvia Paskin,C,Identity,Self discovery through art,"You look and think to yourself, ‘That is how I actually feel!’ This can be very powerful.",5,263,116
P0117,Poets,Myra Schneider,C,Identity,Self discovery through art,"I needed to go [write]… myself, and find out what was going on.",10,263,117
P0118,Poets,Sylvia Paskin,C,Identity,Self discovery through art,… the poem helps you to understand things about your life.,6,263,118
P0119,Poets,Myra Schneider,C,Identity,Self discovery through art,[writing]… was a way of looking at these feelings.,12,263,119
P0120,Poets,Sylvia Paskin,C,Identity,Self discovery through art,"The poem has to be considered and worked out to make sense. But it is valuable to cope with difficult emotions, and poetry does that.",24,263,120
P0121,Poets,Myra Schneider,C,Identity,Self discovery through art,Writing… helps … sort out ideas… crystallising thoughts and emotions… outside you… you can understand it much better. You have partly separated yourself.,24,263,121
P0122,Poets,Sylvia Paskin,C,Identity,Self discovery through art,"With a poem it is very easy with just a few lines to reveal yourself, unlike a book which is made of thousands of lines.",29,263,122
P0123,Poets,Alan Corkish,C,Faculties,Senses,… I like the sound of the words…,2,263,123
P0124,Poets,Sylvia Paskin,B,Creative State,Surrender,"If you let it be it grows, and you find yourself having a poem. Sometimes you read what you have produced and you think, ‘How did all this come?’ You don’t even know what was inside…",2,263,124
P0125,Poets,Maggie Sawkins,A,Visual Language,Symbol,[poetry is] symbols…,15,263,125
P0126,Poets,Sylvia Paskin,A,Visual Language,Symbol,"Such a word [love] carries with it feelings. But … a table, which may not have a feeling in itself but has a meaning to you.",11,263,126
P0127,Poets,Myra Schneider,A,Visual Language,Symbol,A metaphor… takes you beyond logic.,19,263,127
P0128,Poets,Clive Wilmer,A,Visual Language,Symbol,The words are the wrapping within which the message comes.,54,263,128
P0129,Poets,Alan Corkish,A,Visual Language,Symbol,"… a word, a letter, an image are all simply things viewed which convey information.",4,263,129
P0130,Poets,Alan Corkish,A,Visual Language,Symbol,… photographs often capture unexpected pointers or markers to other things.,23,263,130
P0131,Poets,Anne Stevenson,B,Transcendence,Transcendental reality (independent of artist),…realised that the poem wanted to go in a different direction.,2,264,131
P0132,Poets,Anne Stevenson,B,Transcendence,Transcendental reality (independent of artist),Where would it come from? I don’t know.,8,264,132
P0133,Poets,Anne Stevenson,B,Transcendence,Transcendental reality (independent of artist),… the deeper creative process is very mysterious.,9,264,133
P0134,Poets,Anne Stevenson,B,Transcendence,Transcendental reality (independent of artist),… you have to recognize that a lot is going on in your head and in the world which is much more mysterious than we normally imagine.,9,264,134
P0135,Poets,Clive Wilmer,B,Transcendence,"Transcendental reality (independent, and communicated through physical)",I am interested in the way that the spirit communicates through things… the spiritual… seems to me to be in things.,10,264,135
P0136,Poets,Anne Stevenson,B,Transcendence,Transcendental reality (which connects through artist),Lines come to mind.,2,264,136
P0137,Poets,Sylvia Paskin,B,Transcendence,Transcendental reality (which connects through artist),[words] Often they come as a burst of emotion.,2,264,137
P0138,Poets,Myra Schneider,B,Transcendence,Transcendental reality (which connects through artist),Flow writing… what comes… without planning.,17,264,138
P0139,Poets,Clive Wilmer,B,Transcendence,Transcendental reality (which connects through artist),Very often I know that a particular body of subject matter is going to produce a poem. At other times it would be a word or a phrase or a line or even a rhythm…,16,264,139
P0140,Poets,Alan Corkish,B,Transcendence,Transcendental reality (which connects through artist),"…life is so beautiful… most of the time we take it for granted until zap, something seems to hit us in the solar plexus… emotional tsunami. Then, for a split second, I could almost believe in a God and was saddened because my brain won’t allow me to.",28,264,140
P0141,Poets,Anne Stevenson,B,Transcendence,Transcendental reality (which connects through artist),[Poem] came to me long before I knew its subject.,2,264,141
P0142,Poets,Sylvia Paskin,B,Transcendence,Transcendental reality (which connects through artist),"If you let it be it grows, and you find yourself having a poem. Sometimes you read what you have produced and you think, ‘How did all this come?’ You don’t even know what was inside…",2,264,142
P0143,Poets,Myra Schneider,B,Transcendence,Transcendental reality (which connects through artist),Inspiration comes as you work through.,20,264,143
P0144,Poets,Clive Wilmer,B,Transcendence,Transcendental reality (which connects through artist),"So I spent a lot of time reflecting on that analogy, and then quite out of the blue some lines came to me.",16,264,144
P0145,Poets,Anne Stevenson,B,Transcendence,Transcendental reality (which connects through artist),"…I have is a sense of lines occurring, and … I mess them around.",8,264,145
P0146,Poets,Sylvia Paskin,B,Transcendence,Transcendental reality (which connects through artist),"Sometimes the word just comes to you, and it is just 'the' word.",4,264,146
P0147,Poets,Clive Wilmer,B,Transcendence,Transcendental reality (which connects through artist),"You say things which you didn’t necessarily mean to say, because the words say them.",20,264,147
P0148,Poets,Sylvia Paskin,B,Transcendence,Transcendental reality (which connects through artist),The poem speaks from a place that you might not have such an easy access to.,6,264,148
P0149,Poets,Clive Wilmer,B,Transcendence,Transcendental reality (which connects through artist),The reader should be moved by the poem just as the poet was moved by the experience… something intrinsic in the experience that is going to get to the reader.,55,264,149
P0150,Poets,Sylvia Paskin,B,Transcendence,Transcendental reality (which connects through artist),Joseph Brodsky…said: ‘It is not poets who create language; it is language which creates poets.’,13,264,150
P0151,Poets,Sylvia Paskin,B,Transcendence,Transcendental reality (which connects through artist),You have to trust yourself that what you write has inner integrity – this is the only way a poem can work.,26,264,151
P0152,Poets,Clive Wilmer,B,Transcendence,Transcendental reality (which the artist connects to),… you also have to be in love with what is beyond language.,35,265,152
P0153,Poets,Clive Wilmer,B,Transcendence,Transcendental reality (which the artist connects to),Writing is at such a deep level of your personality that I think you can’t really know what it is that makes you write.,40,265,153
P0154,Poets,Clive Wilmer,B,Transcendence,Transcendental reality (which the artist connects to),"… poet had a duty to what exists, to the nature of reality…",57,265,154
P0155,Poets,Anne Stevenson,C,Faculties,Unconscious,A poet has to keep a door open to the unconscious almost all the time.,6,265,155
P0156,Poets,Sylvia Paskin,C,Faculties,Unconscious,The poem speaks from a place that you might not have such an easy access to.,6,265,156
P0157,Poets,Myra Schneider,C,Faculties,Unconscious,"Let go of consciousness [by taking] a starting point, a sentence… See what words are coming… from the unconscious and flowing to the surface.",17,265,157
P0158,Poets,Maggie Sawkins,B,Creative State,Urge to create,It makes me feel good if I have written a good poem.,27,265,158
P0159,Poets,Sylvia Paskin,B,Creative State,Urge to create,[words] Often they come as a burst of emotion.,2,265,159
P0160,Poets,Alan Corkish,B,Creative State,Urge to create,… I have no control over my inner state…,34,265,160
P0161,Poets,Sylvia Paskin,A,Language & Representation,Word,[words] Often they come as a burst of emotion.,2,265,161
P0162,Poets,Clive Wilmer,A,Language & Representation,Word,"…language … is not something that we have invented out of nothing; it is something that we share with other people… words have a substantial presence, just as a painter’s materials do for him.",16,265,162
P0163,Poets,Alan Corkish,A,Language & Representation,Word,Language is complex…,2,265,163
P0164,Poets,Alan Corkish,A,Language & Representation,Word,… I like the sound of the words…,2,265,164
P0165,Poets,Alan Corkish,A,Language & Representation,Word,"…the impact of this [life] beautiful … is private and personal … no point in trying to explain it to you or to anyone else. I may write a poem about it, but … it doesn’t come close to the ‘experience’.",36,265,165
P0166,Poets,Maggie Sawkins,A,Language & Representation,Words/image relation,Poetry… is a condensed use of language... the shape across the page.,11,265,166
P0167,Poets,Sylvia Paskin,A,Language & Representation,Words/image relation,Over time… [the poem] begins to make a kind of a shape or a form.,2,265,167
P0168,Poets,Myra Schneider,A,Language & Representation,Words/image relation,Image exploration… technique … you make [say] a suggestion and people … fill in their own ideas…,9,265,168
P0169,Poets,Clive Wilmer,A,Language & Representation,Words/image relation,"Poems are in language so they exist in time… But a poem is also a thing, it is a kind of monument. It has a shape on the page.",38,265,169
P0170,Poets,Alan Corkish,A,Language & Representation,Words/image relation,"… a word, a letter, an image are all simply things viewed which convey information.",4,265,170
P0171,Poets,Maggie Sawkins,A,Language & Representation,Words/image relation,Poetry uses images to try to convey abstract thoughts.,17,265,171
P0172,Poets,Sylvia Paskin,A,Language & Representation,Words/image relation,"A poem is on the page, it has to have a look…",14,265,172
